date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:17:30	601174/601174	---M--	200	added ('OK')	image/jpeg	etag:CMrDmq+GnusCEAE=	https://images.squarespace-cdn.com/content/v1/573cc03cc2ea51f428cb5dd6/1485544884883-T67AD9WY50LUF4VOFQR8/image-asset.jpeg	/Users/alaseinde/websites/vax/images.squarespace-cdn.com/content/v1/573cc03cc2ea51f428cb5dd6/1485544884883-T67AD9WY50LUF4VOFQR8/image-asset.jpg	(from https://www.vaxtrivent.com/)
03:17:31	70065/70065	---M-Z	200	added ('OK')	text/html	etag:W/%2261d5ef35c238648bffe1174d96d9c96f%22	https://www.vaxtrivent.com/company-statement	/Users/alaseinde/websites/vax/www.vaxtrivent.com/company-statement.html	(from https://www.vaxtrivent.com/)
03:17:32	2528121/2528121	---M--	200	added ('OK')	image/jpeg	etag:CMWQvaaGnusCEAE=	https://images.squarespace-cdn.com/content/v1/573cc03cc2ea51f428cb5dd6/1470092977225-50P98KC41C7C07JVYJV3/image-asset.jpeg	/Users/alaseinde/websites/vax/images.squarespace-cdn.com/content/v1/573cc03cc2ea51f428cb5dd6/1470092977225-50P98KC41C7C07JVYJV3/image-asset.jpg	(from https://www.vaxtrivent.com/)
03:17:33	1121117/1121117	---M--	200	added ('OK')	image/jpeg	etag:CKeb7KOGnusCEAE=	https://images.squarespace-cdn.com/content/v1/573cc03cc2ea51f428cb5dd6/1494428317951-R5DJD7STX2TGR03B66PV/20130731_Trade+100_0202.jpg	/Users/alaseinde/websites/vax/images.squarespace-cdn.com/content/v1/573cc03cc2ea51f428cb5dd6/1494428317951-R5DJD7STX2TGR03B66PV/20130731_Trade+100_0202.jpg	(from https://www.vaxtrivent.com/)
03:17:34	57468/57468	---MCZ	200	added ('OK')	text/html	etag:W/%224ce3bfb5e89e9151d4b499e2b9ec09ec--gzip%22	https://www.vaxtrivent.com/terms-conditions	/Users/alaseinde/websites/vax/www.vaxtrivent.com/terms-conditions.html	(from https://www.vaxtrivent.com/)
03:17:35	66719/66719	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2004%20Feb%202023%2009:17:34%20GMT	https://static1.squarespace.com/static/ta/54d39057e4b01a0da310c80f/4945/scripts/site-bundle.js	/Users/alaseinde/websites/vax/static1.squarespace.com/static/ta/54d39057e4b01a0da310c80f/4945/scripts/site-bundle.js	(from https://www.vaxtrivent.com/)
03:17:36	0/0	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2004%20Feb%202023%2009:17:35%20GMT	https://images.squarespace-cdn.com/robots.txt		(from https://www.vaxtrivent.com/)
03:17:37	51/51	---MCZ	200	added ('OK')	text/plain	date:Sat,%2004%20Feb%202023%2009:17:36%20GMT	https://fonts.googleapis.com/robots.txt		(from https://www.vaxtrivent.com/)
03:17:37	45421/45421	---M-Z	200	added ('OK')	text/javascript	etag:%22a363136e278db0aa82e8ca983853e409%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-63b0e27d9bfcb49b0f05f-min.en-US.js	/Users/alaseinde/websites/vax/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-63b0e27d9bfcb49b0f05f-min.en-US.js	(from https://www.vaxtrivent.com/about-us)
03:17:51	249418/249418	---M-Z	200	added ('OK')	text/javascript	etag:%22ba41d15b993e9b2e562b6834b8229c64%22	http://assets.squarespace.com/universal/scripts-compressed/performance-2b31864e00dd18f9fadd4-min.en-US.js	/Users/alaseinde/websites/vax/assets.squarespace.com/universal/scripts-compressed/performance-2b31864e00dd18f9fadd4-min.en-US.js	(from https://www.vaxtrivent.com/about-us)
03:17:51	48513/48513	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%222c064d7d15513832790a7623376f92d4%22	https://www.vaxtrivent.com/pricing-services-ready	/Users/alaseinde/websites/vax/www.vaxtrivent.com/pricing-services-ready.22.delayed	(from https://www.vaxtrivent.com/about-us)
03:18:07	48513/48513	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%222c064d7d15513832790a7623376f92d4%22	https://www.vaxtrivent.com/schedule-appointment-ready	/Users/alaseinde/websites/vax/www.vaxtrivent.com/schedule-appointment-ready.23.delayed	(from https://www.vaxtrivent.com/about-us)
03:18:13	1190558/1190558	---M-Z	200	added ('OK')	text/javascript	etag:%22165a72c5efb0e9e80bc65e60c20f2041%22	http://assets.squarespace.com/universal/scripts-compressed/common-eafaea618b76bf9d37e6b-min.en-US.js	/Users/alaseinde/websites/vax/assets.squarespace.com/universal/scripts-compressed/common-eafaea618b76bf9d37e6b-min.en-US.js	(from https://www.vaxtrivent.com/about-us)
03:18:15	6845/6845	---M--	200	added ('OK')	application/rss+xml	etag:W/%22dbf88f16e933797369e100b3a560ebae%22	http://www.vaxtrivent.com/blog?format=rss	/Users/alaseinde/websites/vax/www.vaxtrivent.com/bloga409	(from https://www.vaxtrivent.com/blog)
03:18:15	67120/67120	---M-Z	200	added ('OK')	text/html	etag:W/%221380a781628c1041c64d268faf2a0258%22	https://www.vaxtrivent.com/blog/2020/5/1/blog-stories	/Users/alaseinde/websites/vax/www.vaxtrivent.com/blog/2020/5/1/blog-stories.html	(from https://www.vaxtrivent.com/blog)
03:18:15	3253749/3253749	---M--	200	added ('OK')	image/jpeg	etag:CKDfkp2GnusCEAE=	https://images.squarespace-cdn.com/content/v1/573cc03cc2ea51f428cb5dd6/1470677942234-06KBGVGXR0V2QUD4H2CU/image-asset.jpeg	/Users/alaseinde/websites/vax/images.squarespace-cdn.com/content/v1/573cc03cc2ea51f428cb5dd6/1470677942234-06KBGVGXR0V2QUD4H2CU/image-asset.jpg	(from https://www.vaxtrivent.com/about-us)
03:18:15	50855/50855	---MCZ	200	added ('OK')	text/html	etag:W/%222df8d7f6eab852b48f480f159938582c--gzip%22	https://www.vaxtrivent.com/blog?author=5e92b6c87617af135e211570	/Users/alaseinde/websites/vax/www.vaxtrivent.com/blog002a.html	(from https://www.vaxtrivent.com/blog)
03:18:16	73815/73815	---M-Z	200	added ('OK')	text/html	etag:W/%22f87d5d5847444b5a76be5837f9c1790a%22	https://www.vaxtrivent.com/blog/2020/4/15/how-to-set-up-airpods-pro	/Users/alaseinde/websites/vax/www.vaxtrivent.com/blog/2020/4/15/how-to-set-up-airpods-pro.html	(from https://www.vaxtrivent.com/blog)
03:18:18	53742/53742	---MCZ	200	added ('OK')	text/html	etag:W/%22be12311a590d54bfa10f6424e17e3cba--gzip%22	https://www.vaxtrivent.com/blog?author=5e92b4c151cce06b0fb29860	/Users/alaseinde/websites/vax/www.vaxtrivent.com/blog281e.html	(from https://www.vaxtrivent.com/blog)
03:18:19	51885/51885	---MCZ	200	added ('OK')	text/html	etag:W/%22320b276ca66cd947afc95978f017427a--gzip%22	https://www.vaxtrivent.com/blog/category/How+to+Geek	/Users/alaseinde/websites/vax/www.vaxtrivent.com/blog/category/How+to+Geek.html	(from https://www.vaxtrivent.com/blog)
03:18:20	70565/70565	---MCZ	200	added ('OK')	text/html	etag:W/%22ea2c09a4b8f411cb4516be377e3b11bc--gzip%22	https://www.vaxtrivent.com/blog/2020/4/12/covid19-a-call-to-innovate	/Users/alaseinde/websites/vax/www.vaxtrivent.com/blog/2020/4/12/covid19-a-call-to-innovate.html	(from https://www.vaxtrivent.com/blog)
03:18:21	51807/51807	---M-Z	200	added ('OK')	text/html	etag:W/%22755e273994b1a05cb56e8382500b9d56%22	https://www.vaxtrivent.com/blog/category/Innovation	/Users/alaseinde/websites/vax/www.vaxtrivent.com/blog/category/Innovation.html	(from https://www.vaxtrivent.com/blog)
03:18:21	44562/44562	---M--	200	added ('OK')	image/jpeg	etag:CKD9v7Cov+sCEAE=	https://images.squarespace-cdn.com/content/v1/578b7f2eff7c50a070650cb6/1567724503248-Z3KOYNR3LHL5HW3A25CH/Airtel-offers-10-GB-Free.jpg	/Users/alaseinde/websites/vax/images.squarespace-cdn.com/content/v1/578b7f2eff7c50a070650cb6/1567724503248-Z3KOYNR3LHL5HW3A25CH/Airtel-offers-10-GB-Free.jpg	(from https://www.vaxtrivent.com/clients)
03:18:24	49662/49662	---M--	200	added ('OK')	image/png	etag:CKqR7quvv+sCEAE=	https://images.squarespace-cdn.com/content/v1/578b7f2eff7c50a070650cb6/1567724398007-NX63U3H8GZ9ESVYW6JSH/9-Mobile-Etisalat-Logo.png	/Users/alaseinde/websites/vax/images.squarespace-cdn.com/content/v1/578b7f2eff7c50a070650cb6/1567724398007-NX63U3H8GZ9ESVYW6JSH/9-Mobile-Etisalat-Logo.png	(from https://www.vaxtrivent.com/clients)
03:18:24	329/329	---M-Z	200	added ('OK')	text/plain	date:Sat,%2004%20Feb%202023%2004:34:18%20GMT	http://www.vaxtrivent.com/robots.txt		(from https://www.vaxtrivent.com/blog)
03:18:25	107352/107352	---M--	200	added ('OK')	image/svg+xml	etag:%22d49a4c8afd502aa06d8ea512e01bb976%22	https://www.vaxtrivent.com/universal/svg/social-accounts.svg	/Users/alaseinde/websites/vax/www.vaxtrivent.com/universal/svg/social-accounts.svg	(from https://www.vaxtrivent.com/blog/2020/5/1/blog-stories)
03:18:25	48513/48513	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%222c064d7d15513832790a7623376f92d4%22	https://www.vaxtrivent.com/news-notes-ready	/Users/alaseinde/websites/vax/www.vaxtrivent.com/news-notes-ready.30.delayed	(from https://www.vaxtrivent.com/blog/2020/5/1/blog-stories)
03:18:27	0/0	---M--	301	error ('Moved%20Permanently')	image/png	date:Sat,%2004%20Feb%202023%2009:18:26%20GMT	http://static1.squarespace.com/static/578b7f2eff7c50a070650cb6/5e92aee9088a700728f264bd/5e9680a69a52bc41b025e5ee/1586923590825/Screen+Shot+2020-04-14+at+9.45.25+PM.png?format=1500w	/Users/alaseinde/websites/vax/static1.squarespace.com/static/578b7f2eff7c50a070650cb6/5e92aee9088a700728f264bd/5e9680a69a52bc41b025e5ee/1586923590825/Screen+Shot+2020-04-14+at+9.45.25+PM.3126f7.delayed	(from https://www.vaxtrivent.com/blog/2020/4/15/how-to-set-up-airpods-pro)
03:18:31	45421/45421	---M-Z	200	added ('OK')	text/javascript	etag:%22eb20c0ff710f58a4fc3c6805d18921f7%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-107d320d3fb433224e968-min.en-US.js	/Users/alaseinde/websites/vax/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-107d320d3fb433224e968-min.en-US.js	(from https://www.vaxtrivent.com/blog/2020/4/15/how-to-set-up-airpods-pro)
03:18:33	977/977	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2004%20Feb%202023%2009:18:31%20GMT	http://static1.squarespace.com/robots.txt		(from https://www.vaxtrivent.com/blog/2020/4/12/covid19-a-call-to-innovate)
03:18:35	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	date:Sat,%2004%20Feb%202023%2009:18:31%20GMT	http://static1.squarespace.com/static/578b7f2eff7c50a070650cb6/5e92aee9088a700728f264bd/5e92af4a14b45c6b9b82ef60/1586673373287/?format=1500w	/Users/alaseinde/websites/vax/static1.squarespace.com/static/578b7f2eff7c50a070650cb6/5e92aee9088a700728f264bd/5e92af4a14b45c6b9b82ef60/1586673373287/index26f7.html	(from https://www.vaxtrivent.com/blog/2020/4/12/covid19-a-call-to-innovate)
03:18:39	134001/134001	---M--	200	added ('OK')	image/png	etag:CIa9o5WgwOsCEAE=	https://images.squarespace-cdn.com/content/578b7f2eff7c50a070650cb6/1586922365066-GAV7HP2Z10WD5YLLY2OC/Screen+Shot+2020-04-14+at+9.45.25+PM.png?content-type=image%2Fpng	/Users/alaseinde/websites/vax/images.squarespace-cdn.com/content/578b7f2eff7c50a070650cb6/1586922365066-GAV7HP2Z10WD5YLLY2OC/Screen+Shot+2020-04-14+at+9.45.25+PM5d45.png	(from https://www.vaxtrivent.com/blog/2020/4/15/how-to-set-up-airpods-pro)
03:19:01	1190558/1190558	---M-Z	200	added ('OK')	text/javascript	etag:%22fa99b36b0f6bd8d11f2d14e47017e657%22	http://assets.squarespace.com/universal/scripts-compressed/common-76a81ecf842f8e8e51798-min.en-US.js	/Users/alaseinde/websites/vax/assets.squarespace.com/universal/scripts-compressed/common-76a81ecf842f8e8e51798-min.en-US.js	(from https://www.vaxtrivent.com/blog/2020/4/15/how-to-set-up-airpods-pro)
03:19:01	158783/158783	---M--	200	added ('OK')	image/jpeg	etag:CIuR/6uvv+sCEAE=	https://images.squarespace-cdn.com/content/578b7f2eff7c50a070650cb6/1586672145522-1UU93VDKWHXQ2I0289T0/image-asset.jpeg?format=1500w&content-type=image%2Fjpeg	/Users/alaseinde/websites/vax/static1.squarespace.com/static/578b7f2eff7c50a070650cb6/5e92aee9088a700728f264bd/5e92af4a14b45c6b9b82ef60/1586673373287/index26f7.html	(from https://www.vaxtrivent.com/blog/2020/4/12/covid19-a-call-to-innovate)
03:19:04	17324/17324	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2004%20Feb%202023%2009:19:01%20GMT	http://use.typekit.net/ik/Vhdf27wLRaDYYsENeAJlDlwJEZngSybRDn-BRfygyIXfezqgfFHN4UJLFRbh52jhWD9a5eJaZR48ZcjajD93jQMaw2juweFKFy79MPG0jAlTdcNCjPuCjWF8-AoqZPoDSWmyScmDSeBRZPoRdhXCjAlTdcNCjPuCjWF8-AoqZPoDSWmyScmDSeBRZPoRdhXCdeNRjAUGdaFXOYZypYsk-WZ8d1b0jhNlOYiaikoy-h80dhUyOAUyShmTdcs8O1FUiABkZWF3jAF8OcFzdPUaiaS0icBtiY4Ticm0ifoRdhXKfeBCZAikZW8yH6qJ11GbMg6IJMJ7fbKipyMMeMS6MKG4f4lEIMMj2KMfH6qJ1YGbMg6sJMHbM-H-U0CB.js	/Users/alaseinde/websites/vax/use.typekit.net/ik/Vhdf27wLRaDYYsENeAJlDlwJEZngSybRDn-BRfygyIXfezqgfFHN4UJLFRbh52jhWD9a5eJaZR48ZcjajD93jQMaw2juweFKFy79MPG0jAlTdcNCjPuCjWF8-AoqZPoDSWmyScmDSeBRZPoRdhXCjAlTdcNCjPuCjWF8-AoqZPoDSWmyScmDSeBRZPo	(from https://www.vaxtrivent.com/)
03:19:05	45422/45422	UR-M-Z	200	added ('OK')	text/javascript	etag:%224978026ae33e39dad531f8db5695275a%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-a9e4bb07bb8d9c8fc4464-min.en-US.js	/Users/alaseinde/websites/vax/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-a9e4bb07bb8d9c8fc4464-min.en-US.js	(from https://www.vaxtrivent.com/)
03:19:09	121914/121914	UR-M-Z	200	added ('OK')	text/javascript	etag:%22ed50d686d52e72628c6a3bead3317fef%22	http://assets.squarespace.com/universal/scripts-compressed/cldr-resource-pack-c6a38111aec507149cb3d-min.en-US.js	/Users/alaseinde/websites/vax/assets.squarespace.com/universal/scripts-compressed/cldr-resource-pack-c6a38111aec507149cb3d-min.en-US.js	(from https://www.vaxtrivent.com/)
03:19:09	117609/117609	UR-M-Z	200	added ('OK')	text/javascript	etag:%22fe0d53a94823df972dbf107bf190771a%22	http://assets.squarespace.com/@sqs/polyfiller/1.6/modern.js	/Users/alaseinde/websites/vax/assets.squarespace.com/@sqs/polyfiller/1.6/modern.js	(from https://www.vaxtrivent.com/)
03:19:17	589307/589307	UR-M-Z	200	added ('OK')	text/javascript	etag:%2277a546c78e5335ac223ce347591cf662%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-moment-js-vendor-5082e2dab696b020ac83a-min.en-US.js	/Users/alaseinde/websites/vax/assets.squarespace.com/universal/scripts-compressed/extract-css-moment-js-vendor-5082e2dab696b020ac83a-min.en-US.js	(from https://www.vaxtrivent.com/)
03:19:23	245973/245973	UR-M-Z	200	added ('OK')	text/javascript	etag:%22c7db15035020752c23874ffad6594fb7%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-stable-fd2acc815706e38fcfdf0-min.en-US.js	/Users/alaseinde/websites/vax/assets.squarespace.com/universal/scripts-compressed/common-vendors-stable-fd2acc815706e38fcfdf0-min.en-US.js	(from https://www.vaxtrivent.com/)
03:19:34	249418/249418	UR-M-Z	200	added ('OK')	text/javascript	etag:%221db5b40b9a94398cac490ca0a1a5f33a%22	http://assets.squarespace.com/universal/scripts-compressed/performance-583aaa5ee6ef2ffadfe40-min.en-US.js	/Users/alaseinde/websites/vax/assets.squarespace.com/universal/scripts-compressed/performance-583aaa5ee6ef2ffadfe40-min.en-US.js	(from https://www.vaxtrivent.com/)
03:19:36	38729/38729	URF---	200	added ('OK%20(cached)')	image/jpeg		https://images.squarespace-cdn.com/content/v1/578b7f2eff7c50a070650cb6/1586234495723-XOWBG2RZ32R9RBUD26O3/Screen+Shot+2020-04-06+at+10.34.32+PM.jpg?format=1500w	/Users/alaseinde/websites/vax/images.squarespace-cdn.com/content/v1/578b7f2eff7c50a070650cb6/1586234495723-XOWBG2RZ32R9RBUD26O3/Screen+Shot+2020-04-06+at+10.34.32+PM26f7.jpg	(from https://www.vaxtrivent.com/)
03:19:37	742953/742953	UR-M-Z	200	added ('OK')	text/javascript	etag:%2290a5978758425b3916b42fc20a0eed72%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-1e40c2d559aaea1e42779-min.en-US.js	/Users/alaseinde/websites/vax/assets.squarespace.com/universal/scripts-compressed/common-vendors-1e40c2d559aaea1e42779-min.en-US.js	(from https://www.vaxtrivent.com/)
